 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
6.195164, 0.02814953, 0.04251411, 0.0907176, 0.0177967, 0.01050161, 0.1675735, 0.1093182, 0.02003078, 0.119568, 0.0283063, 0.0008745697, 0.008161041, 0.005046481, 0.01848501, 0.0167086
6.245125, 0.02657786, 0.04802835, 0.08634057, 0.01677968, 0.009881584, 0.1684301, 0.1136411, 0.01904605, 0.1143544, 0.02661043, 0.0008368203, 0.007824872, 0.004827808, 0.0173267, 0.01959244
6.295086, 0.02509394, 0.04568491, 0.08217473, 0.01582077, 0.009298165, 0.1609022, 0.1084589, 0.01810973, 0.1093682, 0.02696094, 0.0008007003, 0.007502549, 0.004618609, 0.01624098, 0.02093656
6.345047, 0.02369288, 0.04345581, 0.07820988, 0.01491666, 0.008749192, 0.1537108, 0.115815, 0.01721943, 0.1045994, 0.02879875, 0.0007661394, 0.007193504, 0.004418476, 0.01522329, 0.02005331
6.395008, 0.02237004, 0.04348477, 0.07443633, 0.01406423, 0.008232631, 0.1468408, 0.1105336, 0.01637291, 0.1000385, 0.02707337, 0.0007330703, 0.00689719, 0.004227015, 0.01426937, 0.01920733
6.444969, 0.02112106, 0.04136302, 0.07084486, 0.0132605, 0.007746568, 0.1402778, 0.105493, 0.015568, 0.09567654, 0.03162147, 0.0007014284, 0.006613081, 0.004043851, 0.01337522, 0.01839704
6.49493, 0.01994181, 0.0393448, 0.06742667, 0.0125027, 0.007289203, 0.1340082, 0.1006823, 0.01480266, 0.09150474, 0.02972699, 0.0006711525, 0.006340675, 0.003868623, 0.0173054, 0.01762092
6.544891, 0.0188284, 0.03819289, 0.0641734, 0.01178821, 0.006858841, 0.1280188, 0.09609101, 0.01407495, 0.08751485, 0.027946, 0.0006421832, 0.00607949, 0.003700988, 0.01622101, 0.01687755
6.594852, 0.01777716, 0.03632935, 0.0610771, 0.01111455, 0.006453888, 0.1222971, 0.09170906, 0.01338301, 0.08369891, 0.02627171, 0.0006144645, 0.005829064, 0.003540617, 0.01520457, 0.01616555
6.644813, 0.01678461, 0.03455674, 0.0581302, 0.01047939, 0.006072844, 0.1168311, 0.08752694, 0.01272509, 0.08004938, 0.02469773, 0.0005879421, 0.005588953, 0.003387195, 0.01425183, 0.01548357
6.694774, 0.01584748, 0.0370219, 0.05532547, 0.009880529, 0.005714297, 0.1229879, 0.1053833, 0.01209951, 0.09196015, 0.02321806, 0.0005625645, 0.01030381, 0.007811748, 0.01841395, 0.01941248
6.744735, 0.01496267, 0.03701638, 0.06644832, 0.009315887, 0.005376919, 0.117491, 0.1213551, 0.01150469, 0.1049843, 0.02182703, 0.001155681, 0.00987938, 0.00747325, 0.0172601, 0.02113585
6.794696, 0.01412726, 0.03521024, 0.08020994, 0.008783514, 0.00505946, 0.1122398, 0.1267428, 0.01093911, 0.1033909, 0.02276305, 0.001105798, 0.009472429, 0.00714942, 0.01617855, 0.0202442
6.844657, 0.0133385, 0.03349223, 0.07633989, 0.008281563, 0.004760745, 0.1135982, 0.120963, 0.01040133, 0.1142374, 0.02240996, 0.001058068, 0.00908224, 0.006839622, 0.01516477, 0.02133152
6.894618, 0.01259377, 0.03762995, 0.07265658, 0.007808298, 0.004479665, 0.108521, 0.1274488, 0.009889991, 0.1141215, 0.02241602, 0.001012398, 0.008708124, 0.006543248, 0.01421452, 0.02043162
6.944579, 0.01189063, 0.03579387, 0.06915098, 0.007362079, 0.004215181, 0.1100983, 0.1216368, 0.01290185, 0.1120702, 0.03162054, 0.0009686995, 0.00834942, 0.006259717, 0.01332381, 0.01956967
6.99454, 0.01122674, 0.03404738, 0.06581452, 0.006941359, 0.003966313, 0.1051775, 0.1207745, 0.01226758, 0.1071836, 0.03715922, 0.0009268872, 0.00800549, 0.005988471, 0.01948895, 0.01874409
7.044501, 0.01059992, 0.03238611, 0.06263904, 0.006544682, 0.003732138, 0.1004767, 0.1196644, 0.01830653, 0.104082, 0.03493296, 0.0008868796, 0.01370853, 0.005728979, 0.02089737, 0.01795334
7.094462, 0.0100081, 0.0308059, 0.05961677, 0.006170674, 0.003511789, 0.09598591, 0.1156061, 0.01740657, 0.1156202, 0.03284007, 0.000848599, 0.01314385, 0.01141086, 0.0195879, 0.01719595
7.144423, 0.009449317, 0.02930279, 0.05674032, 0.00581804, 0.003304449, 0.09169589, 0.1103342, 0.01655084, 0.1123465, 0.03087257, 0.0008119706, 0.01260243, 0.01452167, 0.01836049, 0.01896322
7.194384, 0.008921735, 0.02787302, 0.05400266, 0.005485557, 0.003109351, 0.0927981, 0.1122783, 0.02416228, 0.1225578, 0.03717055, 0.0007769231, 0.01208331, 0.01389242, 0.01720998, 0.02269528
7.244345, 0.00842361, 0.03203328, 0.05139709, 0.005172075, 0.002925772, 0.09867811, 0.1230031, 0.0374485, 0.1254692, 0.0557595, 0.0007433885, 0.01158557, 0.01329044, 0.01779432, 0.02173784
7.294306, 0.007953296, 0.03220128, 0.04891723, 0.004876507, 0.002753031, 0.1043565, 0.1270053, 0.03560749, 0.1311582, 0.05627796, 0.0007113014, 0.01110834, 0.01305431, 0.01804269, 0.02082079
7.344267, 0.007509241, 0.0310824, 0.04655703, 0.01219488, 0.002590489, 0.09969235, 0.1212136, 0.033857, 0.1296399, 0.06381668, 0.0006805992, 0.01065077, 0.01599309, 0.0169121, 0.02229928
7.394228, 0.007089979, 0.0295658, 0.0443107, 0.01706189, 0.002437544, 0.09523667, 0.1178819, 0.03219255, 0.1239872, 0.05999333, 0.002056937, 0.01021204, 0.01823132, 0.01931851, 0.02135855
7.444189, 0.006694126, 0.0281232, 0.04217276, 0.01697961, 0.002293629, 0.09098012, 0.1153274, 0.03060994, 0.1185809, 0.05639904, 0.005054461, 0.009791385, 0.01946509, 0.01810798, 0.0204575
7.49415, 0.006320374, 0.02791897, 0.04013796, 0.01600928, 0.002158211, 0.08691382, 0.1100682, 0.02910512, 0.1134104, 0.05302009, 0.004836293, 0.009388059, 0.01862163, 0.0169733, 0.01959447
7.544111, 0.00596749, 0.02655672, 0.03820135, 0.01558617, 0.002030788, 0.08302926, 0.1090949, 0.02767429, 0.1084654, 0.04984358, 0.007929366, 0.009001346, 0.01781471, 0.01590972, 0.01876784
7.594072, 0.005634308, 0.02526094, 0.03635817, 0.01469547, 0.001910888, 0.07931832, 0.1041199, 0.02631379, 0.1037359, 0.04685737, 0.01290502, 0.01048715, 0.01704277, 0.01727055, 0.01797609
7.644033, 0.005319729, 0.02728567, 0.03460393, 0.01385567, 0.001798067, 0.07577325, 0.09937185, 0.02502018, 0.09921271, 0.04405008, 0.01234799, 0.01178825, 0.01630427, 0.01618834, 0.01721773
7.693994, 0.005022713, 0.02699321, 0.03293433, 0.01407524, 0.008938376, 0.07238661, 0.09484029, 0.02379017, 0.09488672, 0.05494372, 0.01181501, 0.01130267, 0.01559778, 0.01517395, 0.01649137
7.743955, 0.004742281, 0.03234916, 0.03134529, 0.01999345, 0.008410646, 0.06915133, 0.09051538, 0.02745165, 0.09597886, 0.05442886, 0.01130504, 0.01083709, 0.0149219, 0.01675474, 0.01579566
7.793916, 0.004477506, 0.03077075, 0.02983291, 0.01885088, 0.007914072, 0.06606065, 0.09099418, 0.0261021, 0.09179388, 0.05116794, 0.01081708, 0.01039069, 0.0142753, 0.01570486, 0.02007181
7.843877, 0.004227514, 0.02926936, 0.0283935, 0.0191995, 0.007446817, 0.06310812, 0.08801264, 0.0300673, 0.08779138, 0.05261006, 0.01035017, 0.009962673, 0.01365673, 0.02138438, 0.01922505
7.893838, 0.003991481, 0.02784122, 0.02702354, 0.01810231, 0.007007149, 0.06028754, 0.08742684, 0.02858916, 0.08793377, 0.04945812, 0.009903426, 0.01486109, 0.01306495, 0.02004439, 0.02009395
7.943799, 0.003768625, 0.02648277, 0.02571969, 0.01706782, 0.00659344, 0.05759303, 0.09082033, 0.02814319, 0.08409958, 0.04649501, 0.00947596, 0.01562508, 0.01249882, 0.01878837, 0.01924625
7.99376, 0.003558212, 0.0251906, 0.02447874, 0.02670188, 0.006204157, 0.05501894, 0.08667874, 0.02859317, 0.08426528, 0.04370942, 0.009066946, 0.01538001, 0.01195723, 0.01761106, 0.021319
8.043721, 0.003359547, 0.02396148, 0.02329766, 0.02517595, 0.005837857, 0.0525599, 0.08272602, 0.0271875, 0.09216462, 0.04109072, 0.008675586, 0.01474648, 0.0114391, 0.01984636, 0.02041962
8.093681999999999, 0.003171974, 0.02279232, 0.0387618, 0.03032058, 0.01228956, 0.05021077, 0.07895354, 0.02585094, 0.08814596, 0.03862892, 0.008301119, 0.01413904, 0.01094342, 0.01860275, 0.01955819
8.143643000000001, 0.002994874, 0.02696388, 0.05775526, 0.03072165, 0.01156398, 0.04796664, 0.07912961, 0.03350182, 0.1056808, 0.0363146, 0.008261829, 0.01492353, 0.01046922, 0.01743707, 0.01873309
8.193604000000001, 0.002827662, 0.02564823, 0.05496863, 0.03815027, 0.01088123, 0.05515934, 0.08308815, 0.03185483, 0.1097849, 0.03413894, 0.007905221, 0.0143088, 0.01001557, 0.01634443, 0.0179428
8.243565, 0.002669786, 0.02439678, 0.05739766, 0.03901355, 0.01800995, 0.05269403, 0.084772, 0.03028882, 0.1209545, 0.03209363, 0.007564005, 0.01828962, 0.009581575, 0.01697405, 0.01718585
8.293526, 0.002520724, 0.02320639, 0.05836148, 0.05154872, 0.01694662, 0.0503389, 0.08770949, 0.02879979, 0.1196957, 0.03017085, 0.007237517, 0.01753624, 0.009166387, 0.01591042, 0.01646084
8.343487, 0.002379985, 0.02207408, 0.06536409, 0.05143595, 0.01594608, 0.04808904, 0.08766328, 0.02991279, 0.1240356, 0.02836327, 0.007174944, 0.01681389, 0.00876919, 0.01491345, 0.01576641
8.393447999999999, 0.002247104, 0.02099702, 0.06221034, 0.06539592, 0.01869594, 0.04593973, 0.08366565, 0.02844225, 0.1243326, 0.02666398, 0.006865249, 0.01612129, 0.008389204, 0.01397894, 0.01510128
8.443409000000001, 0.002121642, 0.0200756, 0.05920875, 0.0657649, 0.0238774, 0.05086644, 0.07985033, 0.03014755, 0.1284061, 0.03146382, 0.006568922, 0.01545722, 0.008025683, 0.01677993, 0.01952252
8.493370000000001, 0.002003185, 0.01909605, 0.06424051, 0.06290643, 0.02246765, 0.048593, 0.08009595, 0.03936875, 0.131527, 0.02957878, 0.006285385, 0.01614973, 0.007677915, 0.01572847, 0.01869893
8.543331, 0.001891341, 0.01890453, 0.07332131, 0.06558322, 0.03482778, 0.05393433, 0.08380787, 0.03743334, 0.1500784, 0.02780667, 0.007076141, 0.01632372, 0.009258333, 0.01649685, 0.01791008
8.593292, 0.001785742, 0.01930423, 0.09015542, 0.08043226, 0.03845505, 0.05986637, 0.07998607, 0.03559308, 0.1435345, 0.02614073, 0.006770711, 0.01565132, 0.008857151, 0.01546313, 0.01715452
8.643253, 0.001686039, 0.01854428, 0.1006563, 0.07760446, 0.03618462, 0.05719069, 0.07633853, 0.03384329, 0.1372759, 0.0245746, 0.006478464, 0.01500661, 0.008473354, 0.01449418, 0.01643082
8.693213999999999, 0.001591903, 0.01763945, 0.09579974, 0.0731696, 0.03404825, 0.05463459, 0.07792936, 0.03217953, 0.1312903, 0.0231023, 0.006198832, 0.01561584, 0.008106188, 0.01358595, 0.01573766
8.743175000000001, 0.001503023, 0.01677877, 0.09117752, 0.06898819, 0.032038, 0.05219273, 0.07860371, 0.03059755, 0.1255656, 0.0217182, 0.00593127, 0.01943441, 0.007754931, 0.01273463, 0.01778598
8.793136000000001, 0.001419105, 0.01596008, 0.0867783, 0.06504573, 0.03014645, 0.04986, 0.07501922, 0.02909334, 0.1200905, 0.02041703, 0.005675256, 0.01863387, 0.01268635, 0.01749375, 0.01703565
8.843097, 0.001339872, 0.01518135, 0.08259133, 0.06323617, 0.02836657, 0.04763154, 0.07159819, 0.02766309, 0.1148542, 0.01919382, 0.005430293, 0.0178663, 0.01213662, 0.01639755, 0.01925365
8.893058, 0.001265063, 0.0144406, 0.07860639, 0.07034911, 0.02669178, 0.04550268, 0.06833316, 0.02630315, 0.1098462, 0.01804389, 0.005195903, 0.01713035, 0.01161072, 0.01537005, 0.0184414
8.943019, 0.001194431, 0.013736, 0.08419333, 0.06853188, 0.02511587, 0.05063092, 0.06521703, 0.02501006, 0.1097848, 0.01696285, 0.004971631, 0.01642472, 0.01110761, 0.01440694, 0.02043035
8.992979999999999, 0.001127743, 0.01306578, 0.08700487, 0.0646155, 0.023633, 0.04836801, 0.062243, 0.03224898, 0.1082106, 0.01594658, 0.004757038, 0.01574815, 0.01062629, 0.01350417, 0.01956846
9.042941000000001, 0.007826129, 0.0128318, 0.08624095, 0.06092293, 0.02787908, 0.04620623, 0.06530745, 0.03270949, 0.1034923, 0.0149912, 0.004551709, 0.0202201, 0.01016583, 0.01265798, 0.01874293
9.092902, 0.01493921, 0.01265734, 0.08819915, 0.06417621, 0.02623307, 0.04414107, 0.07201521, 0.03110146, 0.09897967, 0.01409306, 0.004355241, 0.01938719, 0.009725329, 0.0118648, 0.01893148
9.142863, 0.01546779, 0.01203975, 0.08394363, 0.06050874, 0.02468424, 0.04216821, 0.08176678, 0.02957248, 0.09466384, 0.01324872, 0.005238823, 0.02583063, 0.0114181, 0.01680869, 0.0204758
9.192824, 0.01957952, 0.0114523, 0.07989344, 0.05705086, 0.02322686, 0.04028353, 0.0861848, 0.02811867, 0.09302315, 0.01245497, 0.005012698, 0.02476661, 0.01092333, 0.01575543, 0.01961199
9.242785, 0.02088009, 0.01089351, 0.07603867, 0.06370936, 0.02185552, 0.03848309, 0.0822546, 0.02673633, 0.09551653, 0.01170877, 0.004796333, 0.02374643, 0.01045, 0.01476817, 0.01878462
9.292745999999999, 0.02259566, 0.01050051, 0.07236988, 0.07806642, 0.02827187, 0.03676311, 0.07850362, 0.02542195, 0.09475265, 0.01100728, 0.004589307, 0.02276826, 0.009997186, 0.01384277, 0.01799216
9.342707000000001, 0.03015022, 0.009988161, 0.06887811, 0.09358465, 0.03833909, 0.03918425, 0.07492369, 0.02417218, 0.09877191, 0.01034782, 0.004391217, 0.02183039, 0.009563989, 0.01297535, 0.01723313
9.392668, 0.0285113, 0.00950081, 0.06555482, 0.08823658, 0.0419596, 0.04947145, 0.07150702, 0.02812928, 0.09564304, 0.009727867, 0.004201678, 0.02093115, 0.009149563, 0.01216229, 0.01833103
9.442629, 0.02691943, 0.009037238, 0.06983518, 0.08319414, 0.03948227, 0.04726036, 0.06824616, 0.02674641, 0.09633354, 0.009145056, 0.004020319, 0.02006896, 0.008753095, 0.01140018, 0.0175577
9.49259, 0.02541644, 0.008596284, 0.07266582, 0.09127451, 0.04640792, 0.04514808, 0.065134, 0.02543153, 0.09581254, 0.008597163, 0.003846789, 0.01924228, 0.008373806, 0.01068582, 0.01814749
9.542551, 0.02655042, 0.008176847, 0.07432238, 0.09879832, 0.04940087, 0.05312514, 0.06800567, 0.0298179, 0.0965078, 0.008082094, 0.003680748, 0.01844965, 0.008010953, 0.01183664, 0.01738191
9.592511999999999, 0.03195394, 0.0143364, 0.07939815, 0.1073747, 0.05056577, 0.05075075, 0.06741729, 0.03057133, 0.1042151, 0.007597883, 0.003589208, 0.01768967, 0.007663823, 0.01657862, 0.01966329
9.642473000000001, 0.03016986, 0.01363688, 0.07997836, 0.1058962, 0.0585102, 0.04848247, 0.07998704, 0.03508397, 0.1081995, 0.007142683, 0.003434286, 0.01835926, 0.007331735, 0.01553977, 0.01883376
9.692434, 0.03175079, 0.0129715, 0.0761195, 0.1207718, 0.0550557, 0.05188569, 0.0844767, 0.0338513, 0.1034817, 0.006714754, 0.003286051, 0.017603, 0.02186814, 0.01456602, 0.01803922
9.742395, 0.02997806, 0.01233858, 0.07244681, 0.1138701, 0.05180515, 0.04956669, 0.09652375, 0.03553246, 0.1112201, 0.006312463, 0.005887549, 0.0208057, 0.02092055, 0.01365329, 0.01727821
9.792356, 0.0283043, 0.01173655, 0.07291608, 0.1324553, 0.04874652, 0.04735133, 0.09212208, 0.03378565, 0.1240429, 0.005934274, 0.005633423, 0.02118617, 0.02763375, 0.02007543, 0.01757678
9.842317, 0.02672399, 0.01116389, 0.06939796, 0.1492023, 0.04586848, 0.045235, 0.08792112, 0.03810611, 0.1186342, 0.005578742, 0.006501304, 0.02124213, 0.03201354, 0.01881746, 0.01860571
9.892277999999999, 0.02523192, 0.01061917, 0.06756332, 0.1414429, 0.04316036, 0.04727146, 0.08391174, 0.0445606, 0.1134614, 0.005244512, 0.007378027, 0.02036713, 0.03062633, 0.01763833, 0.01782079
9.942239000000001, 0.02382315, 0.01010103, 0.06894857, 0.1372699, 0.04061213, 0.04515869, 0.08985655, 0.04726315, 0.1280852, 0.004930305, 0.007059567, 0.01952817, 0.02929924, 0.01653308, 0.01706899
9.9922, 0.02249303, 0.009608168, 0.0793556, 0.1294253, 0.03821434, 0.04314035, 0.09432347, 0.04493965, 0.1274699, 0.004634923, 0.006754852, 0.01872376, 0.02802964, 0.01549709, 0.01634891
10.042161, 0.02123719, 0.01526547, 0.08491027, 0.1220291, 0.03595813, 0.04121222, 0.09002212, 0.04458658, 0.1288942, 0.004357238, 0.006463291, 0.02061738, 0.02681507, 0.01452601, 0.0156592
10.092122, 0.02005145, 0.02741238, 0.08224025, 0.1228649, 0.03383513, 0.03937027, 0.09536234, 0.04918417, 0.127388, 0.009618836, 0.006184313, 0.01976811, 0.02565312, 0.01361578, 0.01499859
10.142083, 0.02053495, 0.02607485, 0.08989759, 0.1158436, 0.03183747, 0.04000961, 0.09247194, 0.07380721, 0.1451458, 0.02288956, 0.005917377, 0.01895382, 0.02454152, 0.01276259, 0.01436585
10.192044, 0.01938843, 0.02580089, 0.08990499, 0.1092235, 0.02995775, 0.0382214, 0.09800602, 0.07326861, 0.1471922, 0.02775118, 0.005661963, 0.01817308, 0.02347809, 0.01196287, 0.01836241
10.242005, 0.01830592, 0.0254423, 0.09565236, 0.1065346, 0.02818901, 0.04907205, 0.09932493, 0.0901309, 0.1586729, 0.04948175, 0.005417574, 0.01742449, 0.02246074, 0.01121325, 0.01758776
10.291966, 0.01728384, 0.02420089, 0.1053135, 0.1004465, 0.02652471, 0.04687881, 0.0957028, 0.08768564, 0.1571114, 0.04912278, 0.005377421, 0.01670674, 0.02148747, 0.01051061, 0.01684579
10.341927, 0.01631884, 0.02302006, 0.1106668, 0.09470626, 0.02495866, 0.04478359, 0.09493835, 0.1052354, 0.1610854, 0.05869265, 0.005145313, 0.01601856, 0.02055638, 0.009851994, 0.01613512
10.391888, 0.01540771, 0.02189684, 0.1053272, 0.08929409, 0.02348508, 0.04278202, 0.09060898, 0.1119388, 0.1676099, 0.06372093, 0.004923224, 0.01535872, 0.01966563, 0.00923465, 0.01545443
10.441849, 0.01454746, 0.02082844, 0.105445, 0.08419122, 0.02209849, 0.0408699, 0.08647702, 0.1091601, 0.1603016, 0.05990332, 0.004710721, 0.01472607, 0.01881348, 0.00865599, 0.01480246
10.49181, 0.01407905, 0.01981216, 0.10583, 0.07937995, 0.02079378, 0.03904325, 0.08253349, 0.1053273, 0.160591, 0.05631442, 0.004507391, 0.01411947, 0.01799826, 0.00811359, 0.01417799
10.541771, 0.01377342, 0.01884546, 0.1007238, 0.07484365, 0.01956609, 0.03729824, 0.0787698, 0.1180118, 0.1647535, 0.05294054, 0.004312837, 0.01353786, 0.01721836, 0.007605178, 0.01357987
10.591732, 0.01300441, 0.01792594, 0.095864, 0.07056656, 0.01841089, 0.03563121, 0.07517774, 0.1314106, 0.1575698, 0.04976879, 0.00412668, 0.01298021, 0.01647225, 0.007128623, 0.01866402
10.641693, 0.01227834, 0.01705128, 0.09123866, 0.0665339, 0.01732389, 0.03661785, 0.07174948, 0.1261659, 0.1696426, 0.04678707, 0.003948559, 0.01244553, 0.01575848, 0.006681931, 0.01787664
10.691654, 0.0115928, 0.0162193, 0.08683649, 0.06273171, 0.01630107, 0.03758617, 0.06847756, 0.1277876, 0.1622457, 0.04398399, 0.003778125, 0.01193287, 0.01507563, 0.006263229, 0.02060138
10.741615, 0.01094554, 0.01542791, 0.08264672, 0.05914679, 0.01533864, 0.04439432, 0.06535484, 0.1436111, 0.1710637, 0.04134884, 0.003615049, 0.01144133, 0.01442238, 0.005870763, 0.01973227
10.791576, 0.01033442, 0.01467514, 0.08303557, 0.05576674, 0.01443303, 0.04683075, 0.06237452, 0.158008, 0.1719525, 0.03887157, 0.003459011, 0.01097004, 0.01379743, 0.00550289, 0.01889983
10.841537, 0.009757425, 0.0139591, 0.08434781, 0.05563125, 0.01358089, 0.05420759, 0.05953012, 0.1513156, 0.2013214, 0.03654272, 0.003309708, 0.01051816, 0.01319956, 0.009168481, 0.01810251
10.891498, 0.00921264, 0.01327799, 0.08218128, 0.05672321, 0.01277906, 0.05857945, 0.06313491, 0.1514179, 0.2096924, 0.03435339, 0.00316685, 0.0100849, 0.0126276, 0.008593967, 0.01733883
10.941459, 0.008698273, 0.01263012, 0.07821613, 0.05348165, 0.01202457, 0.06190492, 0.06450208, 0.1439741, 0.2005492, 0.03229523, 0.003030158, 0.009669483, 0.01468458, 0.01090569, 0.01660736
10.99142, 0.008524943, 0.01201386, 0.07444228, 0.05042534, 0.01131463, 0.05913812, 0.06336089, 0.1368962, 0.2133026, 0.03036037, 0.002899366, 0.009271177, 0.01404826, 0.01327013, 0.01797741
11.041381, 0.0110321, 0.01142767, 0.07426267, 0.05551375, 0.0106466, 0.06358374, 0.06047151, 0.1343441, 0.2089663, 0.03311099, 0.00277422, 0.008889278, 0.01607162, 0.01381114, 0.02099689
11.091342, 0.01429091, 0.01087008, 0.07780769, 0.05561284, 0.01001801, 0.08211929, 0.06179743, 0.1312981, 0.2214596, 0.03112726, 0.002654475, 0.008523111, 0.01792917, 0.01294571, 0.0201111
11.141303, 0.01776832, 0.0103397, 0.07687572, 0.06649609, 0.009426541, 0.07844902, 0.06861873, 0.1342534, 0.2140917, 0.02926238, 0.002539899, 0.008172027, 0.03639874, 0.01320811, 0.01926268
11.191264, 0.01677626, 0.009835193, 0.08026122, 0.06979421, 0.008869988, 0.07494279, 0.07523613, 0.1392663, 0.2201743, 0.02750923, 0.002499291, 0.007835406, 0.04155987, 0.0248599, 0.01845005
11.241225, 0.0158396, 0.009355305, 0.07638869, 0.06808867, 0.008346294, 0.07159327, 0.0718052, 0.1473763, 0.2178957, 0.03254312, 0.003171367, 0.00751265, 0.05041723, 0.02430503, 0.01883729
11.291186, 0.01495523, 0.008898833, 0.07270302, 0.06419761, 0.007853521, 0.06839345, 0.07682564, 0.1598818, 0.2083948, 0.03059341, 0.00303448, 0.01360058, 0.04823255, 0.02278203, 0.0180426
11.341147, 0.01412024, 0.008464633, 0.06919517, 0.06052892, 0.007389841, 0.06533665, 0.08282939, 0.1520219, 0.1993081, 0.02876051, 0.002903501, 0.01835727, 0.05168527, 0.02135447, 0.02179943
11.391108, 0.01333186, 0.008051619, 0.06585658, 0.05706988, 0.006953537, 0.06241647, 0.07905221, 0.1445483, 0.1906176, 0.02703743, 0.002778176, 0.02244476, 0.0496014, 0.02678534, 0.02087978
11.441069, 0.01258751, 0.007658757, 0.06267907, 0.05380852, 0.006542993, 0.05962681, 0.07640938, 0.1374422, 0.1865501, 0.02541758, 0.002658261, 0.02152021, 0.04745207, 0.02670582, 0.01999893
11.49103, 0.01188471, 0.007285064, 0.06289781, 0.05204347, 0.006156688, 0.05696182, 0.07994063, 0.1343159, 0.180465, 0.02389477, 0.002543522, 0.02063375, 0.04989428, 0.02503238, 0.01915524
11.540991, 0.01122116, 0.006929605, 0.06451546, 0.04906935, 0.005793191, 0.05441595, 0.07629518, 0.1388016, 0.1762722, 0.0224632, 0.002433735, 0.01978381, 0.04773227, 0.02346381, 0.01834715
11.590952, 0.01059465, 0.00659149, 0.06140266, 0.06100322, 0.005451155, 0.05198386, 0.07281596, 0.1375936, 0.1783485, 0.0211174, 0.003176707, 0.01896887, 0.04566394, 0.02199353, 0.01757314
11.640913, 0.01000312, 0.006269871, 0.05844004, 0.05751707, 0.005129314, 0.04966048, 0.06949541, 0.1512404, 0.1705719, 0.01985222, 0.003039589, 0.01818751, 0.04368523, 0.02165756, 0.02088778
11.690874, 0.009444616, 0.005963946, 0.06330929, 0.06085555, 0.004826474, 0.04744093, 0.06632628, 0.1451883, 0.1712148, 0.02307162, 0.00290839, 0.01743833, 0.05178883, 0.02469032, 0.02000659
11.740835, 0.008917296, 0.005672948, 0.06386344, 0.06654036, 0.004541514, 0.05603462, 0.07284296, 0.1474092, 0.165337, 0.03397216, 0.006975346, 0.01672001, 0.06138621, 0.02314318, 0.01916258
11.790796, 0.008419419, 0.005396149, 0.07005993, 0.07206907, 0.004273378, 0.05353019, 0.07193136, 0.1596651, 0.1712748, 0.03748085, 0.006674266, 0.01603128, 0.07102263, 0.02169298, 0.01835417
11.840757, 0.007949339, 0.005132855, 0.06667962, 0.07360519, 0.004021074, 0.05113769, 0.06865115, 0.1669459, 0.1710353, 0.04126518, 0.007239151, 0.01537092, 0.06794509, 0.02290144, 0.01757987
11.890718, 0.007505505, 0.004882408, 0.0634624, 0.06939889, 0.003783665, 0.04885212, 0.06552052, 0.1587387, 0.1671382, 0.03879292, 0.006926685, 0.01473776, 0.06500089, 0.02146639, 0.01683823
11.940679, 0.008268034, 0.004644181, 0.07048516, 0.07194811, 0.003560274, 0.04666871, 0.06522088, 0.1698577, 0.1692261, 0.03646879, 0.006627706, 0.01413068, 0.06218428, 0.0221058, 0.02342955
11.99064, 0.007806407, 0.004417578, 0.06708433, 0.07386035, 0.003350071, 0.04458288, 0.06740157, 0.1632923, 0.1689299, 0.03428388, 0.006341632, 0.01598464, 0.05948971, 0.02479668, 0.02244114
12.040601, 0.01119133, 0.004202032, 0.0710287, 0.0767198, 0.00315228, 0.04259028, 0.07236087, 0.158844, 0.1615641, 0.03222989, 0.006067906, 0.01666027, 0.05691191, 0.02324287, 0.02149442
