 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
182.457572, 0.05874552, 0.04316683, 0.2384092, 0.03801356, 0.06326343, 0.1188382, 0.2404656, 0.05879999, 0.1648472, 0.0941706, 0.00618077, 0.006937059, 0.04298339, 0.0005972391, 0.008233386
182.507533, 0.05927942, 0.0410606, 0.2329776, 0.0358412, 0.06203223, 0.1135268, 0.2314904, 0.05953317, 0.167169, 0.0885287, 0.005913987, 0.006651307, 0.04159697, 0.000559815, 0.007886047
182.557494, 0.05596969, 0.04218379, 0.233699, 0.03908369, 0.06424125, 0.1150268, 0.2281292, 0.06180673, 0.1621507, 0.08322481, 0.00565872, 0.006377327, 0.03979449, 0.000524736, 0.00755336
182.607455, 0.0586702, 0.05412324, 0.2338887, 0.03685018, 0.06044838, 0.1098857, 0.2210532, 0.06064208, 0.1593028, 0.07823869, 0.005414471, 0.006114632, 0.03807012, 0.000491855, 0.007234708
182.657416, 0.05685186, 0.0522733, 0.227454, 0.0347443, 0.05687945, 0.1049744, 0.2177474, 0.05948633, 0.1584601, 0.07355129, 0.005180764, 0.005862758, 0.03642047, 0.0004610345, 0.0069295
182.707377, 0.05635199, 0.04972273, 0.2225825, 0.03275878, 0.05352122, 0.1046035, 0.216413, 0.05852851, 0.1592933, 0.06914473, 0.004957145, 0.005621259, 0.0348423, 0.0004321452, 0.006637167
182.757338, 0.0532057, 0.04834854, 0.2118432, 0.03088672, 0.05036128, 0.09992827, 0.2127772, 0.05565119, 0.1523476, 0.06500217, 0.004743177, 0.005389708, 0.03489922, 0.0004050662, 0.006357166
182.807299, 0.05023507, 0.04598948, 0.201622, 0.02912164, 0.04738789, 0.09546204, 0.2161433, 0.0590228, 0.1457047, 0.06110779, 0.004538446, 0.005167695, 0.03338697, 0.000379684, 0.006088978
182.85726, 0.04743031, 0.04825346, 0.1918939, 0.02745743, 0.04459006, 0.09119543, 0.2080247, 0.05612119, 0.1393516, 0.05744673, 0.004342552, 0.004954827, 0.03194025, 0.0003558923, 0.01019753
182.907221, 0.04478214, 0.04589903, 0.1826352, 0.02588832, 0.04195742, 0.0901369, 0.2008313, 0.05336221, 0.1446643, 0.05400501, 0.004155113, 0.004750728, 0.03055621, 0.0003335915, 0.01500535
182.957182, 0.04228183, 0.04365949, 0.1738233, 0.02440889, 0.03948021, 0.08610829, 0.2030845, 0.05073887, 0.1383564, 0.05076949, 0.003975764, 0.004555036, 0.02923216, 0.000312688, 0.01437232
183.007143, 0.03992112, 0.04152921, 0.1654365, 0.023014, 0.03714926, 0.08225974, 0.1938235, 0.0482445, 0.1476611, 0.04772782, 0.003804157, 0.004367405, 0.02796547, 0.0002930944, 0.013766
183.057104, 0.0429009, 0.03950288, 0.1574544, 0.02607194, 0.04190273, 0.08561174, 0.1849847, 0.04709532, 0.1466777, 0.04486837, 0.003639957, 0.004187503, 0.02675367, 0.0002747286, 0.01318526
183.107065, 0.04384675, 0.03757542, 0.1707032, 0.03880087, 0.0543086, 0.09412397, 0.176549, 0.04478007, 0.1716694, 0.04218024, 0.003482844, 0.004015011, 0.02559438, 0.0002575136, 0.01262901
183.157026, 0.04139866, 0.04419269, 0.1808105, 0.05536916, 0.06899568, 0.09978607, 0.1845726, 0.06093149, 0.1674301, 0.03965316, 0.003332513, 0.003849625, 0.02448533, 0.0002413773, 0.01209624
183.206987, 0.04633132, 0.05984521, 0.1948171, 0.07066251, 0.09251034, 0.1061573, 0.1797107, 0.06854338, 0.1876234, 0.03727748, 0.004845367, 0.003691051, 0.02342433, 0.0002262522, 0.01158594
183.256948, 0.04981877, 0.05860411, 0.2112494, 0.08334691, 0.08704843, 0.1014126, 0.1956479, 0.06743114, 0.1910131, 0.03504413, 0.004636224, 0.003539009, 0.02240931, 0.0002120748, 0.01109716
183.306909, 0.05955676, 0.05574465, 0.2323861, 0.0785839, 0.08190901, 0.09688005, 0.2093944, 0.06411616, 0.190765, 0.03294458, 0.004436109, 0.003393231, 0.02143827, 0.0001987858, 0.01062901
183.35687, 0.05814985, 0.05302471, 0.2340548, 0.07409307, 0.07707302, 0.09255005, 0.1998456, 0.06096414, 0.1824471, 0.03097082, 0.004244632, 0.003253457, 0.02050931, 0.0001863295, 0.01018061
183.406831, 0.05490318, 0.05043748, 0.2227619, 0.06985889, 0.07252254, 0.08841359, 0.198409, 0.05796709, 0.1744918, 0.02911532, 0.004061419, 0.00311944, 0.01962061, 0.0001746538, 0.009751119
183.456792, 0.05183778, 0.04797649, 0.2120139, 0.06586667, 0.06824074, 0.084462, 0.2053744, 0.05511737, 0.1668834, 0.02737097, 0.003886115, 0.002990944, 0.01877041, 0.0001637097, 0.009339751
183.506753, 0.04894353, 0.04563557, 0.2017844, 0.0621026, 0.06421173, 0.08068702, 0.1960089, 0.05240775, 0.1596067, 0.02573114, 0.003718377, 0.002867741, 0.02187389, 0.0001534513, 0.008945737
183.556714, 0.04621088, 0.04340888, 0.198929, 0.05855363, 0.06042061, 0.07708077, 0.1922648, 0.04983133, 0.1693455, 0.02418955, 0.003557879, 0.002749613, 0.02092605, 0.0001438358, 0.008568346
183.606675, 0.0436308, 0.04129084, 0.2017471, 0.05520747, 0.05685331, 0.0736357, 0.1981906, 0.04738158, 0.1742149, 0.02274032, 0.003404309, 0.002636351, 0.02001929, 0.0001348228, 0.008206875
183.656636, 0.04119477, 0.03927614, 0.192013, 0.05205254, 0.05349664, 0.0703446, 0.1891527, 0.04505226, 0.1747003, 0.02137791, 0.003257368, 0.002527755, 0.01915181, 0.0001263745, 0.007860654
183.706597, 0.0404871, 0.03735974, 0.1885914, 0.0490779, 0.05033814, 0.06720059, 0.1888507, 0.04494986, 0.1768391, 0.02752194, 0.003116769, 0.002423631, 0.01832193, 0.0001184557, 0.007529038
183.756558, 0.04061804, 0.03553685, 0.1865961, 0.04627325, 0.04736613, 0.06996764, 0.1904635, 0.05431634, 0.1743099, 0.03570343, 0.002982239, 0.002323797, 0.017528, 0.000111033, 0.007211413
183.806519, 0.04394428, 0.0338029, 0.177593, 0.04362888, 0.04456958, 0.07517971, 0.1908374, 0.05651128, 0.1686949, 0.03915472, 0.002853515, 0.002228075, 0.01676848, 0.0001040755, 0.006907187
183.85648, 0.04836525, 0.03215356, 0.1780214, 0.04113563, 0.04193815, 0.0718196, 0.1863621, 0.05373313, 0.1723244, 0.0368089, 0.002730348, 0.002136296, 0.01604187, 9.755392e-05, 0.006615795
183.906441, 0.051494, 0.0305847, 0.1748472, 0.03878486, 0.03946208, 0.06860967, 0.1778636, 0.05109156, 0.1749088, 0.03460363, 0.002612497, 0.002048298, 0.01534675, 9.144101e-05, 0.006336696
183.956402, 0.05352578, 0.02909238, 0.166411, 0.03656843, 0.0371322, 0.0655432, 0.1734682, 0.05433153, 0.1672822, 0.03253048, 0.002499733, 0.001963925, 0.01468174, 8.571115e-05, 0.006069372
184.006363, 0.05081962, 0.03297452, 0.1583818, 0.03447866, 0.03493987, 0.06261379, 0.1673781, 0.05166054, 0.1634553, 0.03058153, 0.002391836, 0.001883027, 0.01404555, 8.034033e-05, 0.005813325
184.056324, 0.04798222, 0.03230069, 0.1507401, 0.039952, 0.03287699, 0.05981531, 0.1667255, 0.05211618, 0.1563282, 0.02874934, 0.002288596, 0.001805461, 0.01343693, 7.530606e-05, 0.01601163
184.106285, 0.04538109, 0.03417125, 0.1549734, 0.03766887, 0.0309359, 0.0571419, 0.1662527, 0.06306351, 0.1495118, 0.0333636, 0.002189813, 0.00173109, 0.01464313, 7.058724e-05, 0.01533615
184.156246, 0.05362714, 0.03789384, 0.1564655, 0.0361232, 0.02910941, 0.05458798, 0.1840473, 0.0607926, 0.1429926, 0.04710201, 0.002095293, 0.001659783, 0.01400862, 6.616412e-05, 0.01468917
184.206207, 0.06382071, 0.04007259, 0.1489162, 0.04838727, 0.02739076, 0.05214821, 0.2000129, 0.07708452, 0.1367577, 0.07058414, 0.002421896, 0.001591414, 0.01340159, 6.201815e-05, 0.01406948
184.256168, 0.1004672, 0.03811733, 0.1618356, 0.06418678, 0.02577358, 0.05341356, 0.2368272, 0.09172759, 0.1307946, 0.09199125, 0.002317359, 0.00152586, 0.01282088, 5.813198e-05, 0.01347593
184.306129, 0.1230759, 0.04127078, 0.1685417, 0.06242999, 0.03071759, 0.05782699, 0.2541824, 0.1087925, 0.1431827, 0.1150092, 0.004615361, 0.001463007, 0.01226532, 5.448933e-05, 0.01290743
184.35609, 0.1247431, 0.03925706, 0.1703198, 0.06784623, 0.02890399, 0.06177382, 0.2695677, 0.1266402, 0.139883, 0.1237272, 0.004494302, 0.001402743, 0.01389681, 5.107493e-05, 0.01236291
184.406051, 0.13003, 0.0563081, 0.162102, 0.06396903, 0.02719747, 0.06876335, 0.2572748, 0.1433464, 0.1421241, 0.1447298, 0.004300313, 0.001344961, 0.01329463, 4.787448e-05, 0.01184136
184.456012, 0.1370898, 0.05356066, 0.1636917, 0.0603134, 0.02874437, 0.06569002, 0.2623254, 0.162928, 0.1442183, 0.1413916, 0.004114697, 0.001289559, 0.01400608, 4.487457e-05, 0.01134181
184.505973, 0.1581643, 0.0642575, 0.1761973, 0.0658638, 0.03261857, 0.0779373, 0.2706905, 0.1625703, 0.1500744, 0.1582262, 0.003937093, 0.00123644, 0.01339917, 4.206265e-05, 0.01086333
184.555934, 0.1677317, 0.07334148, 0.1865448, 0.08541469, 0.04897287, 0.09385331, 0.286529, 0.183332, 0.1589171, 0.1755819, 0.003767155, 0.001185508, 0.01281856, 3.942693e-05, 0.01040505
184.605895, 0.1777692, 0.06976294, 0.1775442, 0.09117022, 0.04608146, 0.09231141, 0.2806769, 0.1743192, 0.1570647, 0.1805386, 0.003604552, 0.001136675, 0.01226311, 3.695637e-05, 0.009966091
184.655856, 0.1857487, 0.07169905, 0.1811013, 0.09249087, 0.05143257, 0.09581885, 0.300238, 0.1673811, 0.1550152, 0.1697222, 0.003448967, 0.001089853, 0.01173172, 3.464062e-05, 0.009545654
184.705817, 0.1933018, 0.1047487, 0.1982601, 0.09527897, 0.05067653, 0.09292077, 0.3335209, 0.1729801, 0.1596134, 0.1722737, 0.005634286, 0.00104496, 0.01122336, 3.246997e-05, 0.009142954
184.755778, 0.213769, 0.1096476, 0.2129169, 0.1056421, 0.06274322, 0.1070869, 0.3569256, 0.1781012, 0.1726634, 0.1924153, 0.005391091, 0.001001916, 0.01785184, 3.043535e-05, 0.008757243
184.805739, 0.2131068, 0.1084034, 0.2109787, 0.1027078, 0.05903879, 0.1144025, 0.3406491, 0.1741593, 0.1693813, 0.2076706, 0.005158393, 0.000960645, 0.02376766, 2.852821e-05, 0.008387803
184.8557, 0.2142284, 0.1031141, 0.2028599, 0.1025012, 0.05555308, 0.1092894, 0.3329751, 0.1775804, 0.1635633, 0.196539, 0.00493574, 0.0009210741, 0.02273776, 2.674058e-05, 0.008033949
184.905661, 0.2361694, 0.09808288, 0.2015041, 0.1051648, 0.05227317, 0.1056858, 0.3434279, 0.1863137, 0.1645685, 0.2193858, 0.004722696, 0.0008831332, 0.02579816, 2.506497e-05, 0.007695023
184.955622, 0.2306625, 0.09329713, 0.1917817, 0.1031683, 0.04918691, 0.1115036, 0.3277669, 0.1771544, 0.1671689, 0.206242, 0.004518849, 0.0008467552, 0.02774969, 2.349435e-05, 0.007370395
185.005583, 0.2363888, 0.09644509, 0.1967585, 0.09727254, 0.04628287, 0.1148558, 0.3542197, 0.1842739, 0.1651308, 0.2186052, 0.0043238, 0.0008118756, 0.03269267, 2.202215e-05, 0.007059462
185.055544, 0.2395255, 0.09173925, 0.1926021, 0.1130383, 0.04355028, 0.116277, 0.3471582, 0.187854, 0.1682206, 0.2288153, 0.004137171, 0.0007784328, 0.03127603, 2.06422e-05, 0.006761647
185.105505, 0.2361899, 0.1055939, 0.2027369, 0.1214768, 0.04097903, 0.1337229, 0.3465081, 0.2039574, 0.1695898, 0.2411159, 0.003958596, 0.0007463676, 0.02992078, 1.934872e-05, 0.006476395
185.155466, 0.2369603, 0.1034011, 0.2101127, 0.1185924, 0.03855959, 0.1329506, 0.3504291, 0.2062797, 0.1649926, 0.2464204, 0.00378773, 0.0007156233, 0.02862426, 1.81363e-05, 0.006203177
185.205427, 0.2267836, 0.09835582, 0.2048582, 0.1118153, 0.03628299, 0.1270084, 0.3720369, 0.1961388, 0.1686066, 0.2385795, 0.003624239, 0.0006861453, 0.02738391, 1.699985e-05, 0.005941485
185.255388, 0.2257541, 0.09503929, 0.194974, 0.1054254, 0.03414081, 0.1213319, 0.3591997, 0.2034682, 0.1612548, 0.2418316, 0.003467805, 0.0006578816, 0.02619731, 1.59346e-05, 0.005690833
185.305349, 0.2131496, 0.09040205, 0.1875734, 0.09940065, 0.0321251, 0.115909, 0.3428195, 0.1934655, 0.1542236, 0.2294247, 0.003318123, 0.0006307822, 0.02506213, 1.493611e-05, 0.005450755
185.35531, 0.2044627, 0.08824427, 0.1785232, 0.09372021, 0.0302284, 0.1107285, 0.3271862, 0.1839546, 0.1598782, 0.2256189, 0.003174901, 0.000604799, 0.02397614, 1.400019e-05, 0.005220806
185.405271, 0.193047, 0.08480366, 0.1766777, 0.0883644, 0.02844368, 0.1057796, 0.3192101, 0.1749112, 0.1681613, 0.215828, 0.003037862, 0.0005798861, 0.02293721, 1.312291e-05, 0.01117846
185.455232, 0.1902396, 0.08066584, 0.1681532, 0.08331465, 0.02676434, 0.1010518, 0.3270662, 0.1781168, 0.1634372, 0.2071462, 0.002906737, 0.0005559994, 0.0219433, 1.23006e-05, 0.01070687
185.505193, 0.1904838, 0.07672992, 0.1600399, 0.07855348, 0.02518415, 0.09653539, 0.3144505, 0.1707712, 0.1563108, 0.1985544, 0.002781273, 0.0005330967, 0.02204363, 1.152983e-05, 0.0128258
185.555154, 0.1798486, 0.07460013, 0.1523182, 0.0740644, 0.02369725, 0.09222081, 0.309368, 0.1623759, 0.154105, 0.1989915, 0.002661224, 0.0005111374, 0.02108844, 1.080735e-05, 0.01228472
185.605115, 0.1761972, 0.07096017, 0.144969, 0.06983185, 0.02229814, 0.08809905, 0.3009765, 0.1543933, 0.1473856, 0.1870696, 0.002546356, 0.0004900826, 0.02017464, 1.013014e-05, 0.01176647
185.655076, 0.1663597, 0.07102849, 0.1379744, 0.06584118, 0.02098163, 0.08416153, 0.3099049, 0.1468032, 0.1409591, 0.1787886, 0.002436447, 0.0004698951, 0.01930043, 9.495366e-06, 0.01127008
185.705037, 0.1662253, 0.07094726, 0.1313173, 0.06207856, 0.01974286, 0.08039998, 0.3121432, 0.1481707, 0.1391509, 0.1680771, 0.002331282, 0.0004505392, 0.0224644, 8.900369e-06, 0.01079463
185.754998, 0.1598331, 0.06748553, 0.1249814, 0.05853097, 0.01857722, 0.08054197, 0.312294, 0.1408865, 0.1427714, 0.1580073, 0.002230656, 0.0004319806, 0.02149097, 8.342656e-06, 0.01033924
185.804959, 0.1509092, 0.06419272, 0.1189511, 0.05518611, 0.0174804, 0.0769422, 0.3093671, 0.1411576, 0.1382599, 0.1499562, 0.002134373, 0.0004141864, 0.02196017, 7.81989e-06, 0.01395367
185.85492, 0.1449942, 0.06679611, 0.1178475, 0.0520324, 0.01644834, 0.07865543, 0.2978147, 0.1385299, 0.1400829, 0.1428639, 0.002042247, 0.0003971253, 0.02100859, 7.329882e-06, 0.01336501
185.904881, 0.1388336, 0.06362776, 0.1249184, 0.04905891, 0.01547721, 0.08245103, 0.3009236, 0.1317196, 0.1459853, 0.1343047, 0.001954096, 0.0003807669, 0.02009825, 6.870578e-06, 0.01280118
185.954842, 0.1445455, 0.06052317, 0.1299918, 0.04625535, 0.01456342, 0.09443728, 0.3079688, 0.1367875, 0.1444803, 0.1516969, 0.001869751, 0.0003650823, 0.02073884, 6.440055e-06, 0.01226114
186.004803, 0.1497019, 0.05757007, 0.1292606, 0.043612, 0.01370358, 0.09827069, 0.3050643, 0.1323736, 0.1644542, 0.1494545, 0.001789046, 0.0003500439, 0.01984019, 6.036509e-06, 0.01174388
186.054764, 0.1713403, 0.05476106, 0.1230239, 0.04111971, 0.01289451, 0.0968357, 0.2959991, 0.1288936, 0.1572835, 0.1490348, 0.001711825, 0.0003356249, 0.01898048, 5.65825e-06, 0.01124845
186.104725, 0.1647819, 0.05208911, 0.1170881, 0.03876985, 0.01213321, 0.09606557, 0.2961428, 0.1286754, 0.1504254, 0.1401059, 0.001637937, 0.0003217998, 0.01815801, 5.303694e-06, 0.01077391
186.154686, 0.1555817, 0.04954753, 0.1114387, 0.03655428, 0.01141685, 0.09177198, 0.2877292, 0.124287, 0.1438664, 0.131712, 0.001567238, 0.0003085443, 0.01964567, 4.971354e-06, 0.0124703
186.204647, 0.1477307, 0.04712997, 0.1060619, 0.03446532, 0.01074279, 0.09257761, 0.2746082, 0.118177, 0.1375934, 0.1238209, 0.001499591, 0.0002958347, 0.01879439, 4.65984e-06, 0.01402953
186.254608, 0.1394825, 0.04694619, 0.1009446, 0.03249573, 0.01010852, 0.08843991, 0.2620855, 0.1123673, 0.135989, 0.1190626, 0.001434863, 0.0002836487, 0.01797999, 0.004476302, 0.02262101
186.304569, 0.1353112, 0.04465555, 0.0960741, 0.0306387, 0.009511704, 0.08647373, 0.2501339, 0.1068432, 0.1414382, 0.1162513, 0.00137293, 0.0002719646, 0.01720088, 0.004195809, 0.04047961
186.35453, 0.1298036, 0.04601073, 0.09143862, 0.0288878, 0.008950123, 0.08761755, 0.2443887, 0.1015907, 0.1518795, 0.1154132, 0.00131367, 0.0002607619, 0.01645554, 0.003932892, 0.04374281
186.404491, 0.1225563, 0.04376573, 0.0870268, 0.0326626, 0.008421699, 0.1016475, 0.2332441, 0.09935675, 0.1452571, 0.1084986, 0.001256967, 0.0002500206, 0.01574249, 0.00368645, 0.04189745
186.454452, 0.1170619, 0.042909, 0.08282785, 0.03079604, 0.007924473, 0.09710439, 0.2437145, 0.09883486, 0.1476299, 0.1019983, 0.001202712, 0.0002397217, 0.01506033, 0.00345545, 0.04012993
186.504413, 0.1123928, 0.04081534, 0.08936578, 0.02903614, 0.007456604, 0.09851266, 0.2530257, 0.09397604, 0.1463487, 0.09588743, 0.001150799, 0.0002298471, 0.01440774, 0.003238925, 0.03843698
186.554374, 0.1240085, 0.03882384, 0.09593344, 0.0319014, 0.007016358, 0.103098, 0.2586299, 0.095249, 0.1617214, 0.111911, 0.001101127, 0.0002203793, 0.01378343, 0.005875825, 0.03681545
186.604335, 0.1283532, 0.04368083, 0.09525578, 0.03164813, 0.006602105, 0.1068962, 0.2616232, 0.1054143, 0.1546698, 0.1162908, 0.001053599, 0.0002113014, 0.0168675, 0.005507635, 0.03526233
186.654296, 0.124626, 0.04760768, 0.09065979, 0.03134226, 0.00621231, 0.1121575, 0.2574479, 0.1168917, 0.1541337, 0.1194419, 0.001008122, 0.0002025975, 0.0161366, 0.005162517, 0.03377473
186.704257, 0.1299312, 0.04528476, 0.1016248, 0.02955115, 0.005845529, 0.1125986, 0.2595544, 0.1111452, 0.1568426, 0.1157672, 0.0009646079, 0.0001942521, 0.01732552, 0.004839024, 0.03234988
186.754218, 0.1478269, 0.04307519, 0.09672154, 0.03299925, 0.005500403, 0.1180657, 0.2636469, 0.118605, 0.1500037, 0.1224539, 0.0009229722, 0.0001862504, 0.01657477, 0.007327357, 0.03098514
186.804179, 0.1467714, 0.04097342, 0.106906, 0.03423774, 0.02490052, 0.1302782, 0.2946292, 0.1127743, 0.1552661, 0.1315226, 0.0009996402, 0.007602867, 0.01585655, 0.006868211, 0.02967798
186.85414, 0.1449797, 0.0403625, 0.1118885, 0.03604005, 0.02343037, 0.1258116, 0.3056998, 0.1072302, 0.1591176, 0.1584141, 0.004655276, 0.0123072, 0.01559836, 0.006437836, 0.02842597
186.904101, 0.1414551, 0.0383931, 0.1119081, 0.03398048, 0.02204701, 0.1351737, 0.307779, 0.1067608, 0.1521796, 0.159438, 0.004454338, 0.01208327, 0.01492246, 0.01007021, 0.02722677
186.954062, 0.1335573, 0.03651979, 0.111495, 0.0320386, 0.02937887, 0.1462284, 0.2976267, 0.1015124, 0.145544, 0.1525755, 0.004262074, 0.01541297, 0.02334358, 0.009439194, 0.02607816
187.004023, 0.1288866, 0.03473788, 0.1168089, 0.03020769, 0.02764432, 0.1434205, 0.3094883, 0.1016992, 0.1470763, 0.1440803, 0.004078109, 0.0149814, 0.02233206, 0.008847716, 0.02497801
187.053984, 0.141392, 0.03526189, 0.1260535, 0.02848142, 0.02601217, 0.1491399, 0.3231834, 0.1041978, 0.1519925, 0.1415611, 0.00449155, 0.01732424, 0.02136436, 0.008293302, 0.02392427
187.103945, 0.1345325, 0.03786004, 0.1299517, 0.02685379, 0.03575643, 0.147743, 0.3255538, 0.1238531, 0.1471866, 0.13528, 0.004541793, 0.01720031, 0.02043861, 0.007773628, 0.02291498
187.153906, 0.1354717, 0.03743787, 0.1284524, 0.02531919, 0.03364533, 0.141857, 0.3184586, 0.1177644, 0.1465458, 0.1271751, 0.004345754, 0.0164918, 0.01955296, 0.007286519, 0.02194827
187.203867, 0.1309313, 0.03561116, 0.1222547, 0.02387227, 0.03165888, 0.1606875, 0.3039363, 0.111975, 0.1578911, 0.1195559, 0.004158176, 0.01698399, 0.01870569, 0.006829932, 0.02102234
187.253828, 0.1236211, 0.03387359, 0.116356, 0.02250805, 0.0297897, 0.1673537, 0.3053594, 0.1064702, 0.1510065, 0.1123931, 0.003978696, 0.01628439, 0.01789514, 0.006401956, 0.02013548
187.303789, 0.12041, 0.0322208, 0.1175614, 0.02122178, 0.04241968, 0.1638616, 0.2914344, 0.101236, 0.1562177, 0.1056595, 0.004535459, 0.0156136, 0.01711971, 0.006000798, 0.02537668
187.35375, 0.1198571, 0.03064865, 0.1247357, 0.02000903, 0.0462519, 0.1666653, 0.2977048, 0.09625916, 0.1624642, 0.1081099, 0.004339694, 0.01911989, 0.01637788, 0.005624777, 0.02430612
187.403711, 0.1131652, 0.02915322, 0.1235308, 0.01886557, 0.04352114, 0.1740064, 0.2841288, 0.09152697, 0.1553803, 0.1129594, 0.004152378, 0.0183323, 0.01566819, 0.005272318, 0.02328072
187.453672, 0.1068468, 0.02773075, 0.1175706, 0.01778746, 0.0623614, 0.169372, 0.271172, 0.08702742, 0.1524303, 0.1255782, 0.005064152, 0.01887484, 0.01498926, 0.004941945, 0.02229859
187.503633, 0.1008813, 0.02637768, 0.1502464, 0.01677097, 0.06472586, 0.1868881, 0.2724442, 0.08274906, 0.1525358, 0.1279121, 0.006233682, 0.02574468, 0.01433975, 0.004632274, 0.02135788
187.553594, 0.09892273, 0.02509064, 0.1684656, 0.01581256, 0.06090438, 0.1878161, 0.2904373, 0.07868104, 0.1572992, 0.1202487, 0.005964616, 0.0246842, 0.01371838, 0.004342007, 0.02045686
187.603555, 0.09528256, 0.02522172, 0.1706444, 0.01490892, 0.05730852, 0.2002349, 0.2798685, 0.074813, 0.1504405, 0.1147029, 0.005707163, 0.02366741, 0.01312394, 0.004069929, 0.02457287
187.653516, 0.09909772, 0.02399108, 0.1637356, 0.01405692, 0.07290832, 0.1912855, 0.2734683, 0.07113512, 0.1631428, 0.1078308, 0.005460822, 0.0226925, 0.01255525, 0.0038149, 0.02353622
187.703477, 0.117486, 0.02957715, 0.1558355, 0.01325361, 0.06860374, 0.1827361, 0.2609976, 0.06763805, 0.1598898, 0.1013705, 0.005225115, 0.02175775, 0.01201121, 0.003575851, 0.0225433
187.753438, 0.114309, 0.028134, 0.1502443, 0.01249621, 0.06567419, 0.1869141, 0.2547923, 0.0643129, 0.1569571, 0.09529728, 0.004999581, 0.02086151, 0.01149074, 0.003351782, 0.02159227
187.803399, 0.1188208, 0.02676126, 0.1429951, 0.01178209, 0.06752699, 0.1814352, 0.2673135, 0.06115121, 0.1515643, 0.09978527, 0.004783783, 0.02000218, 0.01099282, 0.003141753, 0.02068137
187.85336, 0.1232184, 0.03819295, 0.1386429, 0.01110878, 0.06522679, 0.1794661, 0.2579141, 0.05814496, 0.1592041, 0.1119472, 0.005946747, 0.01917825, 0.01051648, 0.002944885, 0.01980889
187.903321, 0.1285637, 0.0363294, 0.1402769, 0.01047395, 0.06222982, 0.1911397, 0.2516862, 0.0552865, 0.1522623, 0.1052403, 0.005690066, 0.01838826, 0.01006078, 0.002760353, 0.02515699
187.953282, 0.131484, 0.03455679, 0.1453636, 0.009875397, 0.05855571, 0.1825968, 0.2444676, 0.05256856, 0.1456231, 0.09893516, 0.005444463, 0.01763081, 0.00962483, 0.002587384, 0.0240957
188.003243, 0.1351466, 0.03333452, 0.1505289, 0.009311049, 0.06129536, 0.1791153, 0.2456502, 0.04998424, 0.154131, 0.09300781, 0.005209462, 0.01690456, 0.009207768, 0.002425254, 0.02307918
188.053204, 0.1314204, 0.03968312, 0.164254, 0.008778952, 0.06319336, 0.1993194, 0.2507232, 0.04752697, 0.1595733, 0.08743557, 0.004984604, 0.01620823, 0.008808778, 0.002273283, 0.02210554
188.103165, 0.1342062, 0.04306047, 0.1704701, 0.008277263, 0.07674173, 0.2045265, 0.24128, 0.04519049, 0.163869, 0.08219717, 0.005357552, 0.01554058, 0.008427076, 0.002130835, 0.02117298
188.153126, 0.139878, 0.04838006, 0.2006686, 0.007804243, 0.08847083, 0.2268454, 0.2396852, 0.04296889, 0.1738041, 0.07727262, 0.006557344, 0.01490043, 0.008061915, 0.00536305, 0.02027977
188.203087, 0.1320682, 0.04601945, 0.2020212, 0.007358255, 0.09901557, 0.2437819, 0.232827, 0.0408565, 0.1747879, 0.08493065, 0.006274307, 0.01428665, 0.01452241, 0.005026991, 0.01942423
188.253048, 0.1246945, 0.0536451, 0.1967272, 0.006937754, 0.09380714, 0.2441768, 0.2222096, 0.03884795, 0.1827062, 0.07984233, 0.006003486, 0.01369816, 0.01584609, 0.004711991, 0.01860478
188.303009, 0.1177325, 0.0562069, 0.1976333, 0.006541283, 0.09131924, 0.2397311, 0.2251287, 0.03693815, 0.1747396, 0.07505886, 0.00754191, 0.0131339, 0.01522601, 0.006791979, 0.01781991
188.35297, 0.1111591, 0.05917958, 0.195556, 0.00616747, 0.08592766, 0.2303123, 0.2282465, 0.03512223, 0.1693865, 0.07056197, 0.007216376, 0.01259289, 0.02736936, 0.01289698, 0.01706814
188.402931, 0.1049528, 0.05629204, 0.2124999, 0.005815018, 0.0808544, 0.2429431, 0.2193324, 0.03339559, 0.1652632, 0.06766028, 0.007806188, 0.01207417, 0.02974479, 0.01208883, 0.01634809
188.452892, 0.1032174, 0.05354539, 0.2291242, 0.005482708, 0.08664602, 0.2476311, 0.2241848, 0.03175383, 0.1740256, 0.0649548, 0.007469247, 0.01157681, 0.02845589, 0.01837271, 0.01565842
188.502853, 0.1063922, 0.05093275, 0.2580368, 0.005169389, 0.09416029, 0.2417887, 0.2179545, 0.03019278, 0.1811452, 0.06600005, 0.007146849, 0.01109993, 0.0299898, 0.02051822, 0.01831974
188.552814, 0.1093208, 0.04844759, 0.2582463, 0.004873975, 0.08860097, 0.2566557, 0.2080153, 0.02870847, 0.1926553, 0.08113237, 0.006838367, 0.01064271, 0.02869028, 0.01923251, 0.01754689
188.602775, 0.1211991, 0.0460837, 0.2814445, 0.004595442, 0.1013509, 0.270593, 0.1985294, 0.02729714, 0.207148, 0.08262126, 0.0065432, 0.01020431, 0.02744708, 0.01802737, 0.01680665
188.652736, 0.1144322, 0.04383514, 0.2800031, 0.004332827, 0.103026, 0.2717614, 0.1990305, 0.02595519, 0.1981157, 0.0776713, 0.006260774, 0.009783977, 0.02625774, 0.01689774, 0.01609763
